Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-12-05,5,december,2015,32,young adults (25-34),f,united states,washington,accessories,bike racks,hitch rack - 4-bike,8,45,120,389,360,749
2014-06-11,11,june,2014,37,adults (35-64),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,19,45,120,1402,855,2257
2016-06-11,11,june,2016,37,adults (35-64),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,17,45,120,1255,765,2020
2014-04-24,24,april,2014,49,adults (35-64),m,australia,victoria,accessories,bike racks,hitch rack - 4-bike,3,45,120,149,135,284
2016-04-24,24,april,2016,49,adults (35-64),m,australia,victoria,accessories,bike racks,hitch rack - 4-bike,4,45,120,199,180,379
2014-02-07,7,february,2014,42,adults (35-64),m,australia,victoria,accessories,bike racks,hitch rack - 4-bike,8,45,120,398,360,758
2016-02-07,7,february,2016,42,adults (35-64),m,australia,victoria,accessories,bike racks,hitch rack - 4-bike,6,45,120,299,270,569
2013-12-03,3,december,2013,35,adults (35-64),f,australia,queensland,accessories,bike racks,hitch rack - 4-bike,1,45,120,56,45,101
2015-12-03,3,december,2015,35,adults (35-64),f,australia,queensland,accessories,bike racks,hitch rack - 4-bike,1,45,120,56,45,101
2014-03-24,24,march,2014,27,young adults (25-34),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,6,45,120,421,270,691
2016-03-24,24,march,2016,27,young adults (25-34),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,3,45,120,211,135,346
2014-04-07,7,april,2014,27,young adults (25-34),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,2,45,120,140,90,230
2016-04-07,7,april,2016,27,young adults (25-34),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,1,45,120,70,45,115
2014-06-06,6,june,2014,28,young adults (25-34),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,8,45,120,475,360,835
2016-06-06,6,june,2016,28,young adults (25-34),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,5,45,120,297,225,522
2013-12-19,19,december,2013,45,adults (35-64),f,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,21,45,120,1121,945,2066
2015-12-19,19,december,2015,45,adults (35-64),f,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,22,45,120,1175,990,2165
2014-07-12,12,july,2014,50,adults (35-64),m,germany,hessen,accessories,bike racks,hitch rack - 4-bike,27,45,120,1798,1215,3013
2016-07-12,12,july,2016,50,adults (35-64),m,germany,hessen,accessories,bike racks,hitch rack - 4-bike,26,45,120,1732,1170,2902
2014-03-21,21,march,2014,36,adults (35-64),f,australia,south australia,accessories,bike racks,hitch rack - 4-bike,5,45,120,267,225,492
2016-03-21,21,march,2016,36,adults (35-64),f,australia,south australia,accessories,bike racks,hitch rack - 4-bike,5,45,120,267,225,492
2013-11-27,27,november,2013,44,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,10,45,120,726,450,1176
2015-11-27,27,november,2015,44,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,10,45,120,726,450,1176
2014-06-15,15,june,2014,44,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,17,45,120,1234,765,1999
2016-06-15,15,june,2016,44,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,19,45,120,1379,855,2234
2014-05-04,4,may,2014,42,adults (35-64),f,france,nord,accessories,bike racks,hitch rack - 4-bike,16,45,120,950,720,1670
2016-05-04,4,may,2016,42,adults (35-64),f,france,nord,accessories,bike racks,hitch rack - 4-bike,17,45,120,1010,765,1775
2013-08-20,20,august,2013,29,young adults (25-34),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,3,45,120,175,135,310
2015-08-20,20,august,2015,29,young adults (25-34),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,3,45,120,175,135,310
2013-09-04,4,september,2013,29,young adults (25-34),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,27,45,120,1571,1215,2786
2015-09-04,4,september,2015,29,young adults (25-34),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,24,45,120,1397,1080,2477
2014-01-19,19,january,2014,29,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,6,45,120,436,270,706
2016-01-19,19,january,2016,29,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,8,45,120,581,360,941
2014-01-07,7,january,2014,31,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,29,45,120,2140,1305,3445
2016-01-07,7,january,2016,31,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,30,45,120,2214,1350,3564
2013-12-31,31,december,2013,29,young adults (25-34),m,france,nord,accessories,bike racks,hitch rack - 4-bike,12,45,120,713,540,1253
2015-12-31,31,december,2015,29,young adults (25-34),m,france,nord,accessories,bike racks,hitch rack - 4-bike,13,45,120,772,585,1357
2014-01-16,16,january,2014,41,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,10,45,120,738,450,1188
2016-01-16,16,january,2016,41,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,7,45,120,517,315,832
2014-02-18,18,february,2014,41,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,2,45,120,148,90,238
2016-02-18,18,february,2016,41,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,1,45,120,74,45,119
2014-03-02,2,march,2014,41,adults (35-64),f,united states,california,accessories,bike racks,hitch rack - 4-bike,3,45,120,218,135,353
2016-03-02,2,march,2016,41,adults (35-64),f,united states,california,accessories,bike racks,hitch rack - 4-bike,5,45,120,363,225,588
2013-07-15,15,july,2013,32,young adults (25-34),f,germany,hessen,accessories,bike racks,hitch rack - 4-bike,5,45,120,333,225,558
2015-07-15,15,july,2015,32,young adults (25-34),f,germany,hessen,accessories,bike racks,hitch rack - 4-bike,2,45,120,133,90,223
2014-06-06,6,june,2014,32,young adults (25-34),m,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,2,45,120,140,90,230
2016-06-06,6,june,2016,32,young adults (25-34),m,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,2,45,120,140,90,230
2013-10-09,9,october,2013,32,young adults (25-34),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,10,45,120,594,450,1044
2015-10-09,9,october,2015,32,young adults (25-34),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,12,45,120,713,540,1253
2013-12-11,11,december,2013,35,adults (35-64),m,france,loiret,accessories,bike racks,hitch rack - 4-bike,10,45,120,618,450,1068
2015-12-11,11,december,2015,35,adults (35-64),m,france,loiret,accessories,bike racks,hitch rack - 4-bike,12,45,120,742,540,1282
2014-05-20,20,may,2014,53,adults (35-64),f,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,1,45,120,53,45,98
2016-05-20,20,may,2016,53,adults (35-64),f,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,2,45,120,107,90,197
2013-09-27,27,september,2013,56,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,8,45,120,581,360,941
2015-09-27,27,september,2015,56,adults (35-64),m,united states,california,accessories,bike racks,hitch rack - 4-bike,9,45,120,653,405,1058
2013-12-17,17,december,2013,24,youth (<25),f,canada,alberta,accessories,bike racks,hitch rack - 4-bike,4,45,120,300,180,480
2015-12-17,17,december,2015,24,youth (<25),f,canada,alberta,accessories,bike racks,hitch rack - 4-bike,6,45,120,450,270,720
2014-02-20,20,february,2014,35,adults (35-64),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,7,45,120,416,315,731
2016-02-20,20,february,2016,35,adults (35-64),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,9,45,120,535,405,940
2013-08-26,26,august,2013,27,young adults (25-34),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,8,45,120,590,360,950
2015-08-26,26,august,2015,27,young adults (25-34),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,6,45,120,443,270,713
2013-08-03,3,august,2013,31,young adults (25-34),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,10,45,120,738,450,1188
2015-08-03,3,august,2015,31,young adults (25-34),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,12,45,120,886,540,1426
2013-11-28,28,november,2013,28,young adults (25-34),f,united states,washington,accessories,bike racks,hitch rack - 4-bike,9,45,120,437,405,842
2015-11-28,28,november,2015,28,young adults (25-34),f,united states,washington,accessories,bike racks,hitch rack - 4-bike,9,45,120,437,405,842
2013-11-19,19,november,2013,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,10,45,120,594,450,1044
2015-11-19,19,november,2015,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,9,45,120,535,405,940
2013-12-08,8,december,2013,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,4,45,120,238,180,418
2015-12-08,8,december,2015,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,3,45,120,178,135,313
2014-04-27,27,april,2014,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,3,45,120,178,135,313
2016-04-27,27,april,2016,28,young adults (25-34),f,australia,new south wales,accessories,bike racks,hitch rack - 4-bike,3,45,120,178,135,313
2014-05-17,17,may,2014,27,young adults (25-34),m,germany,hamburg,accessories,bike racks,hitch rack - 4-bike,17,45,120,1132,765,1897
2016-05-17,17,may,2016,27,young adults (25-34),m,germany,hamburg,accessories,bike racks,hitch rack - 4-bike,14,45,120,932,630,1562
2014-05-24,24,may,2014,31,young adults (25-34),f,australia,queensland,accessories,bike racks,hitch rack - 4-bike,9,45,120,502,405,907
2016-05-24,24,may,2016,31,young adults (25-34),f,australia,queensland,accessories,bike racks,hitch rack - 4-bike,9,45,120,502,405,907
2014-05-16,16,may,2014,58,adults (35-64),f,australia,south australia,accessories,bike racks,hitch rack - 4-bike,10,45,120,534,450,984
2016-05-16,16,may,2016,58,adults (35-64),f,australia,south australia,accessories,bike racks,hitch rack - 4-bike,8,45,120,427,360,787
2013-08-14,14,august,2013,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,17,45,120,1234,765,1999
2015-08-14,14,august,2015,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,14,45,120,1016,630,1646
2013-10-25,25,october,2013,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,10,45,120,726,450,1176
2015-10-25,25,october,2015,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,9,45,120,653,405,1058
2013-11-15,15,november,2013,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,5,45,120,363,225,588
2015-11-15,15,november,2015,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,6,45,120,436,270,706
2014-03-13,13,march,2014,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,6,45,120,436,270,706
2016-03-13,13,march,2016,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,3,45,120,218,135,353
2014-04-14,14,april,2014,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,7,45,120,508,315,823
2016-04-14,14,april,2016,30,young adults (25-34),m,united states,california,accessories,bike racks,hitch rack - 4-bike,7,45,120,508,315,823
2013-09-17,17,september,2013,52,adults (35-64),m,united states,washington,accessories,bike racks,hitch rack - 4-bike,4,45,120,194,180,374
2015-09-17,17,september,2015,52,adults (35-64),m,united states,washington,accessories,bike racks,hitch rack - 4-bike,4,45,120,194,180,374
2014-01-20,20,january,2014,51,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,6,45,120,443,270,713
2016-01-20,20,january,2016,51,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,6,45,120,443,270,713
2013-09-09,9,september,2013,47,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,9,45,120,664,405,1069
2015-09-09,9,september,2015,47,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,11,45,120,812,495,1307
2013-09-28,28,september,2013,45,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,8,45,120,590,360,950
2015-09-28,28,september,2015,45,adults (35-64),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,5,45,120,369,225,594
2013-09-02,2,september,2013,33,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,1,45,120,74,45,119
2015-09-02,2,september,2015,33,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,2,45,120,148,90,238
2013-09-21,21,september,2013,33,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,5,45,120,369,225,594
2015-09-21,21,september,2015,33,young adults (25-34),m,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,2,45,120,148,90,238
2014-03-02,2,march,2014,33,young adults (25-34),m,united states,washington,accessories,bike racks,hitch rack - 4-bike,7,45,120,340,315,655
2016-03-02,2,march,2016,33,young adults (25-34),m,united states,washington,accessories,bike racks,hitch rack - 4-bike,6,45,120,292,270,562
2013-11-05,5,november,2013,37,adults (35-64),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,7,45,120,407,315,722
2015-11-05,5,november,2015,37,adults (35-64),m,united states,oregon,accessories,bike racks,hitch rack - 4-bike,7,45,120,407,315,722
2013-09-19,19,september,2013,59,adults (35-64),m,germany,bayern,accessories,bike racks,hitch rack - 4-bike,3,45,120,221,135,356
2015-09-19,19,september,2015,59,adults (35-64),m,germany,bayern,accessories,bike racks,hitch rack - 4-bike,1,45,120,74,45,119
2014-07-31,31,july,2014,31,young adults (25-34),m,australia,queensland,accessories,bike racks,hitch rack - 4-bike,7,45,120,391,315,706
2016-07-31,31,july,2016,31,young adults (25-34),m,australia,queensland,accessories,bike racks,hitch rack - 4-bike,6,45,120,335,270,605
2014-03-01,1,march,2014,31,young adults (25-34),f,united states,oregon,accessories,bike racks,hitch rack - 4-bike,6,45,120,349,270,619
2016-03-01,1,march,2016,31,young adults (25-34),f,united states,oregon,accessories,bike racks,hitch rack - 4-bike,5,45,120,291,225,516
2014-07-29,29,july,2014,18,youth (<25),f,germany,hessen,accessories,bike racks,hitch rack - 4-bike,8,45,120,533,360,893
2016-07-29,29,july,2016,18,youth (<25),f,germany,hessen,accessories,bike racks,hitch rack - 4-bike,10,45,120,666,450,1116
2014-05-14,14,may,2014,42,adults (35-64),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,4,45,120,295,180,475
2016-05-14,14,may,2016,42,adults (35-64),f,canada,british columbia,accessories,bike racks,hitch rack - 4-bike,1,45,120,74,45,119
2013-11-08,8,november,2013,32,young adults (25-34),m,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,5,45,120,267,225,492
2015-11-08,8,november,2015,32,young adults (25-34),m,france,seine (paris),accessories,bike racks,hitch rack - 4-bike,3,45,120,160,135,295
2014-01-26,26,january,2014,35,adults (35-64),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,26,45,120,1825,1170,2995
2016-01-26,26,january,2016,35,adults (35-64),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,28,45,120,1966,1260,3226
2014-05-06,6,may,2014,35,adults (35-64),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,2,45,120,140,90,230
2016-05-06,6,may,2016,35,adults (35-64),f,united kingdom,england,accessories,bike racks,hitch rack - 4-bike,1,45,120,70,45,115
2014-02-14,14,february,2014,21,youth (<25),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,4,45,120,238,180,418
2016-02-14,14,february,2016,21,youth (<25),f,germany,nordrhein-westfalen,accessories,bike racks,hitch rack - 4-bike,4,45,120,238,180,418
